order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O02331,2/13/2025,C0553,P0828,S044,In-Store,3.00,33.22,0.10,89.69
O02332,10/31/2024,C0548,P0847,,Online,1.00,292.23,0.20,233.78
O02333,5/3/2024,C0526,P0862,,Online,1.00,105.88,0.20,84.7
O02334,11/13/2024,C0060,P0019,S017,In-Store,1.00,175.44,0.10,157.9
O02335,8/27/2023,C0024,P1046,S028,In-Store,1.00,206.49,0.00,206.49
O02336,10/2/2024,C0112,P1171,,Online,1.00,230.62,0.10,207.56
O02337,1/7/2024,C0580,P0267,,Online,2.00,349.07,0.10,628.33
O02338,12/15/2024,C0413,P1169,S048,In-Store,2.00,50.90,0.05,96.71
O02339,9/26/2024,C0747,P0261,S050,In-Store,2.00,128.20,0.10,230.76
O02340,4/22/2023,C0285,P1106,,Online,2.00,88.10,0.20,140.96
O02341,4/28/2023,C0040,P1032,,Online,4.00,146.59,0.05,557.04
O02342,5/2/2024,C0540,P0840,S027,In-Store,1.00,61.12,0.05,58.06
O02343,6/26/2023,C0009,P0344,,Online,1.00,196.16,0.05,186.35
O02344,9/12/2023,C0744,P1006,S047,In-Store,2.00,262.46,0.05,498.67
O02345,9/3/2023,C0367,P0673,,Online,1.00,17.35,0.05,16.48
O02346,12/24/2023,C0002,P0124,,Online,3.00,76.70,0.20,184.08
O02347,11/14/2023,C0298,P0825,S037,In-Store,1.00,138.88,0.00,138.88
O02348,4/13/2023,C0003,P1057,S049,In-Store,1.00,176.53,0.00,176.53
O02349,7/15/2023,C0121,P0831,S001,In-Store,1.00,183.87,0.00,183.87
O02350,10/15/2024,C0771,P0311,S008,In-Store,2.00,248.90,0.20,398.24
O02351,8/12/2024,C0467,P1191,S017,In-Store,1.00,199.61,0.20,159.69
O02352,11/16/2023,C0632,P0091,S034,In-Store,1.00,27.29,0.10,24.56
O02353,10/20/2023,C0084,P1121,S016,In-Store,3.00,7.73,0.20,18.55
O02354,7/7/2024,C0051,P0047,S052,In-Store,1.00,141.00,0.10,126.9
O02355,12/19/2023,C0255,P0889,,Online,2.00,13.19,0.00,26.38
O02356,2/13/2024,C0250,P0912,,Online,2.00,134.46,0.00,268.92
O02357,1/10/2025,C0087,P0651,,Online,1.00,315.36,0.10,283.82
O02358,7/30/2024,C0337,P1026,,Online,2.00,42.13,0.10,75.83
O02359,11/8/2024,C0018,P0387,S051,In-Store,1.00,19.50,0.00,19.5
O02360,7/6/2023,C0208,P0663,S017,In-Store,2.00,164.71,0.20,263.54
O02361,11/1/2023,C0457,P0658,S036,In-Store,1.00,136.72,0.10,123.05
O02362,9/18/2023,C0720,P0559,S027,In-Store,2.00,286.97,0.20,459.15
O02363,1/28/2025,C0054,P0195,,Online,3.00,151.18,0.05,430.86
O02364,6/5/2024,C0659,P0032,S045,In-Store,2.00,175.11,0.00,350.22
O02365,6/6/2023,C0155,P0282,S032,In-Store,2.00,147.51,0.20,236.02
O02366,12/28/2023,C0785,P0591,,In-Store,1.00,236.24,0.20,188.99
O02367,12/21/2023,C0543,P0709,S004,In-Store,1.00,210.81,0.20,168.65
O02368,3/27/2024,C0332,P0278,S050,In-Store,3.00,267.49,0.10,722.22
O02369,3/16/2024,C0197,P0842,,In-Store,1.00,161.17,0.05,153.11
O02370,11/24/2024,C0465,P0035,,Online,1.00,270.68,0.00,270.68
O02371,2/25/2024,C0096,P1146,S035,In-Store,2.00,250.84,0.10,451.51
O02372,6/14/2023,C0118,P0857,,In-Store,1.00,17.94,0.05,17.04
O02373,6/26/2023,C0335,P0708,S018,In-Store,1.00,157.48,0.20,125.98
O02374,3/26/2024,C0032,P0124,S011,In-Store,1.00,76.70,0.05,72.86
O02375,7/19/2023,C0436,P0836,,Online,1.00,60.54,0.00,60.54
O02376,6/22/2023,C0248,P1069,,Online,1.00,76.90,0.00,76.9
O02377,9/8/2024,C0740,P0359,,Online,2.00,86.22,0.05,163.82
O02378,9/4/2023,C0642,P0874,,Online,2.00,119.65,0.00,239.3
O02379,3/1/2025,C0670,P0541,S045,In-Store,2.00,102.78,0.10,185
O02380,12/23/2024,C0753,P0879,S020,In-Store,1.00,168.21,0.05,159.8
O02381,6/25/2023,C0790,P0529,S046,In-Store,1.00,135.66,0.00,135.66
O02382,10/18/2023,C0312,P0363,S028,In-Store,2.00,382.32,0.20,611.71
O02383,5/10/2023,C0649,P0614,S001,In-Store,3.00,332.16,0.00,996.48
O02384,9/15/2023,C0340,P0484,,Online,2.00,130.78,0.20,209.25
O02385,3/26/2024,C0640,P0419,S019,In-Store,1.00,209.55,0.20,167.64
O02386,1/5/2024,C0265,P0481,,In-Store,1.00,134.56,0.00,134.56
O02387,7/17/2023,C0419,P1095,,Online,1.00,96.11,0.10,86.5
O02388,7/9/2024,C0767,P0258,S042,In-Store,2.00,52.40,0.05,99.56
O02389,4/26/2023,C0003,P1043,S026,In-Store,2.00,321.82,0.20,514.91
O02390,3/23/2024,C0715,P0819,S054,In-Store,2.00,85.93,0.05,163.27
O02391,2/20/2025,C0078,P0905,S026,In-Store,1.00,138.07,0.20,110.46
O02392,3/31/2024,C0276,P0600,S053,In-Store,3.00,221.76,0.00,665.28
O02393,2/23/2024,C0592,P0123,S023,In-Store,1.00,159.16,0.00,159.16
O02394,6/27/2023,C0111,P1045,S036,In-Store,2.00,35.73,0.20,57.17
O02395,6/15/2024,C0149,P0257,,Online,1.00,145.59,0.10,131.03
O02396,11/19/2023,C0314,P0109,S026,In-Store,1.00,241.11,0.20,192.89
O02397,5/15/2023,C0113,P0308,,Online,2.00,53.99,0.20,86.38
O02398,6/2/2024,C0619,P0729,,Online,2.00,183.66,0.10,330.59
O02399,3/22/2025,C0176,P0035,S042,In-Store,2.00,270.68,0.10,487.22
O02400,10/27/2024,C0658,P0180,S006,In-Store,2.00,331.20,0.20,529.92
O02401,6/4/2023,C0559,P1127,,Online,1.00,119.95,0.05,113.95
O02402,7/31/2024,C0002,P0878,,Online,4.00,340.01,0.05,1292.04
O02403,10/31/2024,C0600,P0588,S055,In-Store,3.00,165.38,0.05,471.33
O02404,2/16/2025,C0540,P1058,,Online,2.00,219.39,0.20,351.02
O02405,10/22/2024,C0414,P0829,,Online,2.00,244.31,0.00,488.62
O02406,12/27/2024,C0100,P0206,S011,In-Store,3.00,44.72,0.00,134.16
O02407,7/19/2023,C0379,P0636,,Online,2.00,168.98,0.10,304.16
O02408,4/14/2024,C0743,P0381,,Online,2.00,169.30,0.00,338.6
O02409,5/20/2023,C0411,P0104,S047,In-Store,10.00,237.61,0.20,1900.9
O02410,2/7/2024,C0245,P1017,,Online,1.00,212.78,0.20,170.22
O02411,10/22/2023,C0059,P0414,,Online,1.00,162.49,0.05,154.37
O02412,12/30/2024,C0457,P1127,S039,In-Store,2.00,119.95,0.00,239.9
O02413,1/23/2024,C0282,P0066,,In-Store,1.00,224.19,0.10,201.77
O02414,7/21/2023,C0486,P0239,,Online,3.00,322.42,0.20,773.81
O02415,1/14/2024,C0603,P0955,S035,In-Store,2.00,222.10,0.20,355.36
O02416,10/15/2024,C0767,P0214,S048,In-Store,1.00,262.36,0.20,209.89
O02417,3/24/2024,C0159,P0726,S039,In-Store,1.00,268.98,0.00,268.98
O02418,12/17/2024,C0264,P0201,,In-Store,1.00,63.70,0.20,50.96
O02419,8/23/2024,C0336,P0746,S040,In-Store,2.00,28.27,0.00,56.54
O02420,2/24/2025,C0448,P0697,,Online,2.00,210.41,0.05,399.78
O02421,6/21/2023,C0023,P0967,S035,In-Store,2.00,177.85,0.20,284.56
O02422,8/21/2023,C0003,P0965,,Online,1.00,264.41,0.20,211.53
O02423,4/12/2023,C0057,P0464,S017,In-Store,2.00,30.50,0.20,48.8
O02424,11/12/2024,C0028,P1131,S007,In-Store,1.00,64.36,0.20,51.49
O02425,12/16/2024,C0158,P0265,S043,In-Store,2.00,145.45,0.20,232.72
O02426,3/1/2024,C0502,P0247,S031,In-Store,2.00,170.48,0.10,306.86
O02427,12/11/2024,C0041,P0916,S035,In-Store,2.00,117.56,0.00,235.12
O02428,4/29/2024,C0007,P0372,S035,In-Store,2.00,206.16,0.00,412.32
O02429,5/18/2024,C0733,P1124,,In-Store,2.00,67.07,0.20,107.31
O02430,5/8/2024,C0512,P0064,,Online,3.00,17.33,0.10,46.79
O02431,12/29/2023,C0300,P0397,S008,In-Store,1.00,29.62,0.05,28.14
O02432,6/14/2023,C0190,P0332,S007,In-Store,2.00,159.70,0.20,255.52
O02433,8/15/2023,C0135,P0787,S048,In-Store,1.00,220.20,0.20,176.16
O02434,2/18/2024,C0466,P0531,S030,In-Store,1.00,223.17,0.00,223.17
O02435,5/15/2023,C0453,P0730,,Online,2.00,179.11,0.00,358.22
O02436,3/20/2025,C0373,P0290,,Online,3.00,209.97,0.00,629.91
O02437,1/15/2025,C0416,P0610,S024,In-Store,10.00,254.51,0.00,2545.1
O02438,10/1/2024,C0009,P0445,,Online,1.00,35.94,0.00,35.94
O02439,12/4/2023,C0664,P1070,S057,In-Store,1.00,20.86,0.05,19.82
O02440,11/3/2024,C0216,P0230,S055,In-Store,1.00,73.43,0.05,69.76
O02441,5/5/2023,C0295,P1109,S032,In-Store,2.00,200.18,0.00,400.36
O02442,10/2/2024,C0010,P0617,S047,In-Store,1.00,43.85,0.20,35.08
O02443,4/24/2024,C0076,P0031,S014,In-Store,3.00,340.18,0.00,1020.54
O02444,5/2/2023,C0377,P0145,S046,In-Store,1.00,193.44,0.10,174.1
O02445,10/3/2024,C0731,P1126,S044,In-Store,2.00,29.09,0.10,52.36
O02446,10/2/2023,C0600,P0501,,Online,1.00,310.14,0.10,279.13
O02447,10/9/2023,C0563,P0185,,Online,2.00,189.67,0.10,341.41
O02448,11/23/2023,C0121,P0565,S026,In-Store,2.00,129.36,0.10,232.85
O02449,7/7/2024,C0159,P1004,S051,In-Store,2.00,232.49,0.20,371.98
O02450,8/19/2024,C0125,P0655,S035,In-Store,1.00,25.85,0.10,23.27
O02451,1/23/2024,C0783,P0227,,Online,2.00,252.06,0.00,504.12
O02452,3/30/2025,C0504,P0674,S008,In-Store,1.00,170.59,0.05,162.06
O02453,7/8/2024,C0783,P1152,S006,In-Store,1.00,271.06,0.10,243.95
O02454,2/19/2024,C0158,P0770,S040,In-Store,3.00,221.83,0.00,665.49
O02455,10/13/2023,C0612,P0945,,Online,2.00,83.93,0.20,134.29
O02456,9/19/2024,C0302,P0599,S047,In-Store,2.00,131.38,0.10,236.48
O02457,10/21/2023,C0432,P0947,S002,In-Store,1.00,101.12,0.10,91.01
O02458,9/27/2024,C0104,P0055,S003,In-Store,2.00,214.63,0.20,343.41
O02459,4/19/2024,C0393,P0539,S030,In-Store,2.00,140.12,0.05,266.23
O02460,6/4/2024,C0740,P0125,,Online,1.00,44.79,0.20,35.83
O02461,4/17/2023,C0233,P1085,,Online,2.00,42.67,0.05,81.07
O02462,11/7/2023,C0303,P0149,S032,In-Store,1.00,29.42,0.10,26.48
O02463,3/30/2025,C0687,P0370,S010,In-Store,3.00,106.39,0.05,303.21
O02464,4/28/2024,C0789,P0807,S025,In-Store,1.00,135.25,0.05,128.49
O02465,3/24/2025,C0190,P1136,S019,In-Store,1.00,40.91,0.00,40.91
O02466,4/16/2024,C0438,P0513,,Online,2.00,27.18,0.20,43.49
O02467,7/10/2024,C0386,P0423,,Online,2.00,148.79,0.00,297.58
O02468,10/22/2024,C0723,P0422,S013,In-Store,1.00,221.49,0.20,177.19
O02469,5/20/2024,C0708,P0283,S008,In-Store,1.00,303.48,0.05,288.31
O02470,10/6/2023,C0441,P1032,S038,In-Store,4.00,146.59,0.00,586.36
O02471,5/18/2023,C0687,P0061,S033,In-Store,1.00,147.64,0.20,118.11
O02472,2/9/2024,C0239,P0361,,Online,2.00,214.00,0.10,385.2
O02473,3/1/2025,C0796,P0481,,Online,1.00,134.56,0.10,121.1
O02474,5/28/2024,C0703,P1074,S038,In-Store,1.00,330.13,0.05,313.62
O02475,5/23/2023,C0591,P0856,S057,In-Store,1.00,72.18,0.10,64.96
O02476,12/21/2023,C0460,P0878,S049,In-Store,1.00,340.01,0.00,340.01
O02477,1/30/2025,C0698,P0658,S003,In-Store,1.00,136.72,0.20,109.38
O02478,4/19/2024,C0474,P1023,S022,In-Store,1.00,16.77,0.10,15.09
O02479,5/19/2023,C0078,P0199,S001,In-Store,2.00,115.92,0.05,220.25
O02480,2/11/2025,C0539,P0531,,Online,1.00,223.17,0.05,212.01
O02481,8/4/2024,C0412,P0266,S013,In-Store,1.00,273.92,0.05,260.22
O02482,12/24/2023,C0180,P0359,,In-Store,2.00,86.22,0.20,137.95
O02483,9/6/2024,C0779,P0153,S053,In-Store,1.00,56.67,0.10,51
O02484,1/24/2024,C0501,P0872,S031,In-Store,1.00,72.76,0.00,72.76
O02485,12/29/2024,C0058,P0603,,Online,2.00,31.80,0.10,57.24
O02486,12/2/2023,C0274,P1131,S035,In-Store,2.00,64.36,0.05,122.28
O02487,7/31/2024,C0179,P0212,S037,In-Store,1.00,313.84,0.00,313.84
O02488,5/25/2024,C0183,P0383,,Online,1.00,108.18,0.05,102.77
O02489,11/10/2023,C0582,P1125,,Online,1.00,90.35,0.10,81.31
O02490,10/31/2023,C0407,P0550,S004,In-Store,1.00,142.36,0.00,142.36
O02491,11/2/2024,C0025,P0146,S056,In-Store,1.00,297.56,0.00,297.56
O02492,1/22/2025,C0082,P0819,S028,In-Store,1.00,85.93,0.00,85.93
O02493,4/29/2023,C0701,P0022,S018,In-Store,2.00,124.36,0.05,236.28
O02494,7/8/2024,C0423,P0939,,Online,3.00,201.44,0.10,543.89
O02495,2/18/2025,C0229,P0231,S028,In-Store,1.00,103.03,0.05,97.88
O02496,5/4/2023,C0596,P0908,S015,In-Store,2.00,210.56,0.00,421.12
O02497,6/23/2024,C0576,P0066,S048,In-Store,1.00,224.19,0.10,201.77
O02498,12/5/2023,C0160,P0716,S039,In-Store,2.00,380.68,0.10,685.22
O02499,9/23/2024,C0618,P0448,,In-Store,1.00,117.04,0.05,111.19
O02500,2/2/2025,C0161,P1010,,Online,2.00,228.83,0.00,457.66
O02501,6/6/2024,C0586,P0241,S014,In-Store,1.00,195.47,0.10,175.92
O02502,6/29/2023,C0305,P1153,S003,In-Store,3.00,152.80,0.05,435.48
O02503,12/30/2023,C0735,P0859,S041,In-Store,1.00,335.31,0.10,301.78
O02504,12/14/2023,C0464,P0340,S019,In-Store,2.00,68.28,0.10,122.9
O02505,3/22/2024,C0602,P1001,,Online,1.00,125.39,0.10,112.85
O02506,2/7/2024,C0740,P0001,S034,In-Store,1.00,13.26,0.20,10.61
O02507,7/29/2024,C0002,P0857,S023,In-Store,1.00,17.94,0.20,14.35
O02508,3/6/2025,C0022,P0347,,Online,1.00,63.73,0.00,63.73
O02509,10/29/2023,C0105,P1157,S054,In-Store,1.00,35.50,0.05,33.73
O02510,8/13/2024,C0169,P0381,S057,In-Store,1.00,169.30,0.10,152.37
O02511,5/12/2023,C0306,P0487,S017,In-Store,2.00,134.85,0.10,242.73
O02512,12/8/2024,C0035,P1197,,Online,2.00,252.57,0.05,479.88
O02513,8/8/2023,C0197,P0506,,Online,2.00,76.44,0.00,152.88
O02514,11/24/2023,C0250,P0732,,Online,2.00,186.46,0.05,354.27
O02515,8/14/2023,C0667,P0678,S003,In-Store,1.00,109.85,0.00,109.85
O02516,11/22/2023,C0746,P0463,S018,In-Store,2.00,192.98,0.10,347.36
O02517,12/6/2023,C0699,P0068,,Online,1.00,111.71,0.20,89.37
O02518,10/10/2023,C0567,P1147,,Online,2.00,262.37,0.05,498.5
O02519,8/14/2024,C0773,P0502,,Online,2.00,256.28,0.05,486.93
O02520,3/7/2025,C0252,P0807,,In-Store,1.00,135.25,0.20,108.2
O02521,11/8/2024,C0550,P0054,S047,In-Store,2.00,315.60,0.05,599.64
O02522,2/4/2024,C0373,P0551,S005,In-Store,1.00,170.18,0.05,161.67
O02523,4/3/2025,C0058,P0909,S048,In-Store,1.00,224.22,0.20,179.38
O02524,10/3/2023,C0626,P0274,S007,In-Store,3.00,285.95,0.05,814.96
O02525,10/13/2024,C0508,P0822,,Online,1.00,79.83,0.20,63.86
O02526,1/4/2024,C0602,P0761,,Online,1.00,240.31,0.00,240.31
O02527,4/25/2024,C0393,P0373,S055,In-Store,2.00,124.26,0.10,223.67
O02528,12/10/2023,C0579,P0416,S021,In-Store,2.00,166.68,0.00,333.36
O02529,10/4/2023,C0185,P0810,S044,In-Store,1.00,235.44,0.05,223.67
O02530,2/20/2025,C0381,P0475,S008,In-Store,3.00,213.94,0.20,513.46
O02531,12/26/2023,C0280,P0969,S042,In-Store,2.00,171.98,0.20,275.17
O02532,1/29/2025,C0105,P0290,S056,In-Store,1.00,209.97,0.20,167.98
O02533,11/26/2024,C0784,P0468,,Online,1.00,146.22,0.05,138.91
O02534,8/1/2024,C0545,P0550,S008,In-Store,1.00,142.36,0.10,128.12
O02535,6/1/2023,C0170,P0216,,Online,2.00,328.08,0.05,623.35
O02536,5/11/2023,C0363,P0020,S017,In-Store,1.00,165.62,0.05,157.34
O02537,4/30/2024,C0142,P0205,S006,In-Store,4.00,14.31,0.10,51.52
O02538,10/24/2024,C0050,P1059,S031,In-Store,2.00,121.32,0.20,194.11
O02539,2/5/2025,C0267,P0954,S008,In-Store,2.00,213.86,0.10,384.95
O02540,7/26/2023,C0257,P0268,,Online,3.00,128.63,0.00,385.89
O02541,5/22/2024,C0241,P0520,S043,In-Store,4.00,288.31,0.10,1037.92
O02542,8/2/2024,C0552,P0224,S047,In-Store,2.00,11.66,0.00,23.32
O02543,4/29/2024,C0555,P0989,S027,In-Store,2.00,220.95,0.20,353.52
O02544,8/1/2023,C0588,P0406,S056,In-Store,2.00,76.46,0.05,145.27
O02545,12/8/2023,C0603,P0595,S027,In-Store,1.00,277.06,0.10,249.35
O02546,3/26/2025,C0632,P0117,,Online,1.00,197.56,0.20,158.05
O02547,11/14/2024,C0681,P0593,S017,In-Store,1.00,71.58,0.00,71.58
O02548,8/21/2024,C0341,P1031,S022,In-Store,1.00,119.03,0.05,113.08
O02549,10/19/2024,C0554,P0351,S020,In-Store,1.00,170.33,0.20,136.26
O02550,11/4/2024,C0489,P0276,S011,In-Store,1.00,112.54,0.00,112.54
O02551,10/4/2023,C0272,P0814,S042,In-Store,1.00,222.65,0.05,211.52
O02552,6/20/2024,C0221,P0653,S005,In-Store,2.00,62.89,0.20,100.62
O02553,2/16/2025,C0162,P0353,,Online,10.00,157.81,0.10,1420.3
O02554,11/4/2024,C0108,P1092,,Online,2.00,48.28,0.20,77.25
O02555,3/23/2024,C0307,P0915,,Online,1.00,287.43,0.20,229.94
O02556,3/19/2025,C0778,P0515,S041,In-Store,5.00,29.47,0.00,147.35
O02557,9/8/2024,C0173,P0332,,Online,3.00,159.70,0.10,431.19
O02558,7/4/2023,C0583,P1174,,Online,1.00,95.11,0.00,95.11
O02559,5/23/2024,C0620,P0855,S053,In-Store,2.00,147.61,0.20,236.18
O02560,10/18/2024,C0419,P0816,,Online,1.00,235.03,0.10,211.53
O02561,11/2/2024,C0053,P1189,S012,In-Store,1.00,252.18,0.05,239.57
O02562,1/15/2024,C0291,P0080,,Online,1.00,117.89,0.05,112
O02563,8/26/2024,C0051,P0172,S015,In-Store,2.00,89.42,0.10,160.96
O02564,8/12/2023,C0551,P0363,,Online,1.00,382.32,0.10,344.09
O02565,7/12/2024,C0095,P0177,S014,In-Store,2.00,128.60,0.20,205.76
O02566,10/6/2023,C0711,P0095,S001,In-Store,2.00,145.13,0.05,275.75
O02567,9/1/2023,C0674,P0076,S017,In-Store,3.00,114.03,0.20,273.67
O02568,1/15/2024,C0701,P0856,S003,In-Store,1.00,72.18,0.20,57.74
O02569,6/26/2023,C0132,P0800,,Online,2.00,100.39,0.10,180.7
O02570,6/20/2024,C0586,P0666,,Online,2.00,78.53,0.05,149.21
O02571,11/5/2024,C0433,P0184,S027,In-Store,1.00,207.61,0.05,197.23
O02572,6/25/2023,C0689,P0227,,Online,1.00,252.06,0.05,239.46
O02573,11/7/2023,C0117,P0025,S050,In-Store,3.00,83.70,0.10,225.99
O02574,6/22/2023,C0095,P0891,,Online,2.00,183.58,0.05,348.8
O02575,3/13/2024,C0398,P0714,,Online,2.00,219.22,0.10,394.6
O02576,1/29/2025,C0766,P0402,S029,In-Store,1.00,19.94,0.20,15.95
O02577,1/3/2025,C0397,P1071,S017,In-Store,1.00,145.95,0.20,116.76
O02578,3/4/2025,C0770,P0064,S044,In-Store,1.00,17.33,0.05,16.46
O02579,1/2/2025,C0618,P0598,,Online,1.00,169.19,0.00,169.19
O02580,2/6/2024,C0438,P0142,S054,In-Store,1.00,132.42,0.10,119.18
O02581,9/28/2024,C0563,P0903,,Online,1.00,221.79,0.00,221.79
O02582,5/21/2024,C0506,P1156,,Online,1.00,31.98,0.10,28.78
O02583,9/14/2023,C0042,P0345,,Online,1.00,270.31,0.05,256.79
O02584,6/22/2023,C0273,P0547,,Online,2.00,235.33,0.20,376.53
O02585,1/24/2024,C0275,P0707,S021,In-Store,2.00,185.84,0.05,353.1
O02586,6/9/2024,C0398,P1172,,Online,1.00,354.52,0.00,354.52
O02587,6/17/2023,C0300,P1097,S014,In-Store,1.00,165.33,0.20,132.26
O02588,7/17/2024,C0140,P0856,S002,In-Store,1.00,72.18,0.10,64.96
O02589,1/6/2025,C0177,P0405,S046,In-Store,1.00,226.02,0.10,203.42
O02590,4/20/2023,C0012,P0006,S014,In-Store,2.00,233.12,0.10,419.62
O02591,9/29/2023,C0320,P0986,S017,In-Store,2.00,250.43,0.05,475.82
O02592,3/5/2024,C0743,P0570,,Online,1.00,245.40,0.00,245.4
O02593,8/8/2023,C0033,P1191,S030,In-Store,1.00,199.61,0.00,199.61
O02594,9/19/2023,C0437,P0102,S054,In-Store,2.00,221.14,0.20,353.82
O02595,2/11/2024,C0300,P0454,S058,In-Store,1.00,57.81,0.10,52.03
O02596,3/5/2025,C0468,P0104,S024,In-Store,1.00,237.61,0.00,237.61
O02597,4/25/2023,C0462,P0719,S016,In-Store,3.00,330.88,0.20,794.11
O02598,8/14/2024,C0134,P0794,S025,In-Store,2.00,278.03,0.00,556.06
O02599,4/3/2024,C0304,P0178,S052,In-Store,2.00,129.07,0.00,258.14
O02600,9/1/2023,C0152,P0927,S044,In-Store,1.00,33.50,0.05,31.82
O02601,5/15/2024,C0112,P0022,S019,In-Store,2.00,124.36,0.10,223.85
O02602,8/31/2024,C0465,P1151,S018,In-Store,3.00,258.14,0.05,735.7
O02603,11/1/2023,C0770,P0877,,Online,1.00,238.06,0.00,238.06
O02604,6/26/2024,C0253,P0909,,Online,3.00,224.22,0.20,538.13
O02605,12/27/2024,C0251,P0432,,Online,3.00,95.18,0.20,228.43
O02606,11/26/2023,C0681,P0432,,Online,3.00,95.18,0.20,228.43
O02607,4/10/2024,C0698,P0246,S008,In-Store,2.00,40.00,0.05,76
O02608,3/2/2025,C0430,P0840,S030,In-Store,2.00,61.12,0.10,110.02
O02609,9/10/2023,C0629,P0033,S028,In-Store,3.00,288.63,0.20,692.71
O02610,2/23/2025,C0514,P0674,S051,In-Store,2.00,170.59,0.00,341.18
O02611,5/5/2023,C0769,P0420,S013,In-Store,1.00,291.86,0.10,262.67
O02612,10/2/2023,C0173,P1054,S055,In-Store,1.00,193.12,0.20,154.5
O02613,7/16/2023,C0024,P0644,S040,In-Store,2.00,177.67,0.10,319.81
O02614,1/28/2025,C0686,P0619,S008,In-Store,1.00,181.23,0.00,181.23
O02615,7/29/2024,C0060,P0537,S035,In-Store,1.00,101.98,0.20,81.58
O02616,12/14/2024,C0783,P0159,S025,In-Store,3.00,223.52,0.20,536.45
O02617,6/17/2024,C0400,P0421,,Online,1.00,322.09,0.00,322.09
O02618,9/1/2023,C0411,P0333,S043,In-Store,3.00,18.57,0.00,55.71
O02619,11/19/2023,C0594,P1190,,Online,3.00,305.51,0.00,916.53
O02620,2/7/2025,C0580,P1098,S031,In-Store,1.00,91.83,0.00,91.83
O02621,5/5/2024,C0428,P0661,S049,In-Store,2.00,104.14,0.05,197.87
O02622,8/29/2023,C0238,P0949,,Online,2.00,65.96,0.00,131.92
O02623,9/17/2024,C0315,P0537,,Online,3.00,101.98,0.10,275.35
O02624,7/16/2024,C0211,P0510,S042,In-Store,2.00,156.58,0.05,297.5
O02625,8/1/2023,C0089,P0486,S019,In-Store,1.00,92.81,0.00,92.81
O02626,6/1/2024,C0367,P1158,S026,In-Store,2.00,275.48,0.20,440.77
O02627,12/16/2024,C0389,P0367,,Online,1.00,201.12,0.10,181.01
O02628,10/26/2024,C0449,P0388,,Online,2.00,300.86,0.10,541.55
O02629,6/2/2023,C0543,P0332,S017,In-Store,1.00,159.70,0.05,151.71
O02630,7/18/2024,C0524,P0569,S015,In-Store,3.00,18.44,0.00,55.32
O02631,5/3/2024,C0596,P0154,S034,In-Store,3.00,179.52,0.00,538.56
O02632,5/4/2024,C0514,P0011,S024,In-Store,1.00,144.13,0.10,129.72
O02633,1/22/2024,C0694,P0233,S041,In-Store,1.00,82.28,0.00,82.28
O02634,10/4/2023,C0666,P0517,S037,In-Store,1.00,203.43,0.05,193.26
O02635,7/21/2023,C0669,P1046,,Online,2.00,206.49,0.00,412.98
O02636,3/26/2024,C0459,P0094,,Online,2.00,105.62,0.00,211.24
O02637,6/5/2023,C0159,P0844,S002,In-Store,3.00,106.04,0.20,254.5
O02638,7/13/2024,C0208,P0063,S034,In-Store,2.00,243.60,0.00,487.2
O02639,2/26/2025,C0067,P0930,,Online,2.00,201.43,0.05,382.72
O02640,1/19/2024,C0615,P0849,S041,In-Store,2.00,111.61,0.10,200.9
O02641,11/2/2024,C0539,P0668,S001,In-Store,1.00,153.87,0.00,153.87
O02642,2/11/2025,C0528,P1039,S021,In-Store,1.00,171.77,0.05,163.18
O02643,10/28/2023,C0478,P0564,,Online,3.00,331.22,0.20,794.93
O02644,3/14/2024,C0433,P0093,S046,In-Store,1.00,243.56,0.20,194.85
O02645,8/9/2024,C0175,P0967,S008,In-Store,2.00,177.85,0.00,355.7
O02646,5/19/2024,C0543,P0273,S015,In-Store,1.00,125.14,0.00,125.14
O02647,12/30/2024,C0650,P0358,S026,In-Store,1.00,224.02,0.05,212.82
O02648,3/18/2025,C0270,P0574,,Online,1.00,224.11,0.10,201.7
O02649,8/15/2024,C0390,P0376,S021,In-Store,2.00,79.72,0.20,127.55
O02650,3/6/2025,C0083,P0365,,Online,1.00,251.05,0.10,225.95
O02651,7/22/2024,C0673,P0292,,Online,1.00,106.04,0.10,95.44
O02652,4/1/2025,C0610,P0038,S017,In-Store,1.00,179.66,0.05,170.68
O02653,11/7/2024,C0469,P0745,,Online,3.00,16.81,0.05,47.91
O02654,1/2/2025,C0272,P1167,S052,In-Store,1.00,55.44,0.00,55.44
O02655,10/14/2024,C0385,P0919,,Online,3.00,285.64,0.10,771.23
O02656,10/11/2023,C0325,P0272,S057,In-Store,3.00,43.92,0.10,118.58
O02657,4/10/2025,C0363,P0455,S027,In-Store,1.00,349.41,0.10,314.47
O02658,9/17/2023,C0081,P1091,S050,In-Store,1.00,57.04,0.10,51.34
O02659,6/3/2024,C0285,P0033,S055,In-Store,1.00,288.63,0.20,230.9
O02660,7/18/2024,C0278,P1044,S007,In-Store,1.00,32.81,0.10,29.53
O02661,7/26/2024,C0583,P0925,S015,In-Store,1.00,65.74,0.10,59.17
O02662,9/21/2023,C0729,P0819,S012,In-Store,3.00,85.93,0.05,244.9
O02663,7/3/2024,C0039,P0780,S029,In-Store,2.00,253.19,0.20,405.1
O02664,1/20/2024,C0075,P0264,S019,In-Store,2.00,69.39,0.20,111.02
O02665,11/26/2023,C0682,P0356,,Online,1.00,98.78,0.00,98.78
